Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
0,164.53,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00
1,164.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
2,163.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
3,163.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
4,162.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
5,162.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
6,161.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
7,161.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
8,160.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
9,160.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
10,159.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
11,159.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
12,158.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
13,158.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
14,157.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
15,157.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
16,156.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
17,156.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
18,155.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
19,155.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
20,154.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
21,154.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
22,153.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
23,153.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
24,152.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
25,152.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
26,151.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
27,151.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
28,150.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
29,150.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
30,149.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
31,149.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
32,148.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
33,148.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
34,147.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
35,147.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
36,146.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
37,146.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
38,145.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
39,145.25,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
40,144.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
