Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
92,51.11,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
93,51.68,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
94,52.25,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
95,52.83,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
96,53.40,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
97,53.97,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
98,54.55,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
99,55.12,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
100,55.69,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
101,56.26,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
102,56.84,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
103,57.41,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
104,57.98,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
105,58.56,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
106,59.13,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
107,59.70,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
108,60.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00
109,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
