Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
120,24.52,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
121,23.95,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
122,23.37,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
123,22.80,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
124,22.23,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
125,21.65,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
126,21.08,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
127,20.51,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
128,19.94,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
129,19.36,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
130,18.79,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
131,18.22,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
132,17.64,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
133,17.07,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
134,16.50,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
135,15.93,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
136,15.35,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
137,14.78,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
138,14.21,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
139,13.63,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
140,13.06,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
141,12.49,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
142,11.91,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
143,11.34,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
144,10.77,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
145,10.20,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
146,9.62,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
147,9.05,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
148,8.48,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
149,7.90,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
150,7.33,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
151,6.76,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
152,6.18,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
153,5.61,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
154,5.04,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
155,4.47,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
156,3.89,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
157,3.32,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
158,2.75,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
159,2.17,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
160,1.60,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
161,1.03,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
162,0.46,0.00,0.00,0.00,0.00,-5.73,0.00,0.00,0.00,0.00
163,0.02,0.00,0.00,0.00,0.00,-1.69,0.00,0.00,0.00,0.00
164,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00
