Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
35,147.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
36,146.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
37,146.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
38,145.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
39,145.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
40,144.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
41,144.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
42,143.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
43,143.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
44,142.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
45,142.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
46,141.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
47,141.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
48,140.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
49,140.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
50,139.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
51,139.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
52,138.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
53,138.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
54,137.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
55,137.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
56,136.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
57,136.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
58,135.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
59,135.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
60,134.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
61,134.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
62,133.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
63,133.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
64,132.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
65,132.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
66,131.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
67,131.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
68,130.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
69,130.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
70,129.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
71,129.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
72,128.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
73,128.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
74,127.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
75,127.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
76,126.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
77,126.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
78,125.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
79,125.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
80,124.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
81,124.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
82,123.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
83,123.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
84,122.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
85,122.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
86,121.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
87,121.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
88,120.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
89,120.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
90,119.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
91,119.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
92,118.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
93,118.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
94,117.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
95,117.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
96,116.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
97,116.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
98,115.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
99,115.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
100,114.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
101,114.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
102,113.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
103,113.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
104,112.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
105,112.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
106,111.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
107,111.34,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
108,110.84,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
109,110.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
110,109.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
111,109.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
112,108.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
113,108.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
114,107.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
115,107.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
116,106.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
117,106.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
118,105.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
119,105.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
120,104.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
121,104.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
122,103.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
123,103.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
124,102.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
125,102.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
126,101.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
127,101.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
128,100.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
129,100.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
130,99.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
131,99.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
132,98.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
133,98.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
134,97.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
135,97.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
136,96.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
137,96.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
138,95.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
139,95.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
140,94.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
141,94.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
142,93.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
143,93.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
144,92.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
145,92.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
146,91.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
147,91.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
148,90.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
149,90.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
150,89.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
151,89.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
152,88.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
153,88.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
154,87.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
155,87.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
156,86.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
157,86.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
158,85.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
159,85.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
160,84.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
161,84.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
162,83.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
163,83.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
164,82.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
165,82.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
166,81.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
167,81.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
168,80.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
169,80.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
170,79.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
171,79.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
172,78.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
173,78.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
174,77.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
175,77.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
176,76.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
177,76.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
178,75.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
179,75.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
180,74.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
181,74.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
182,73.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
183,73.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
184,72.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
185,72.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
186,71.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
187,71.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
188,70.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
189,70.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
190,69.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
191,69.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
192,68.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
193,68.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
194,67.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
195,67.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
196,66.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
197,66.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
198,65.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
199,65.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
200,64.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
201,64.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
202,63.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
203,63.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
204,62.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
205,62.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
206,61.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
207,61.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
208,60.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
209,60.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
210,59.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
211,59.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
212,58.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
213,58.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
214,57.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
215,57.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
216,56.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
217,56.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
218,55.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
219,55.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
220,54.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
221,54.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
222,53.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
223,53.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
224,52.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
225,52.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
226,51.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
227,51.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
228,50.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
229,50.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
230,49.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
231,49.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
232,48.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
233,48.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
234,47.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
235,47.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
236,46.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
237,46.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
238,45.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
239,45.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
240,44.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
241,44.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
242,43.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
243,43.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
244,42.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
245,42.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
246,41.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
247,41.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
248,40.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
249,40.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
250,39.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
251,39.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
252,38.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
253,38.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
254,37.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
255,37.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
256,36.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
257,36.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
258,35.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
259,35.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
260,34.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
261,34.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
262,33.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
263,33.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
264,32.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
265,32.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
266,31.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
267,31.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
268,30.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
269,30.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
270,29.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
271,29.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
272,28.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
273,28.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
274,27.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
275,27.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
276,26.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
277,26.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
278,25.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
279,25.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
280,24.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
281,24.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
282,23.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
283,23.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
284,22.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
285,22.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
286,21.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
287,21.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
288,20.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
289,20.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
290,19.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
291,19.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
292,18.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
293,18.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
294,17.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
295,17.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
296,16.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
297,16.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
298,15.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
299,15.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
300,14.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
301,14.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
302,13.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
303,13.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
304,12.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
305,12.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
306,11.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
307,11.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
308,10.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
309,10.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
310,9.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
311,9.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
312,8.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
313,8.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
314,7.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
315,7.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
316,6.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
317,6.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
318,5.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
319,5.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
320,4.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
321,4.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
322,3.83,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
323,3.33,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
